,result,0,1,2,3,4,5,6,7,8
0,1.0,-0.29492592594336736,-0.11232855414632356,-2.222254927485423,1.320601613949039,2.2993503330776655,0.08674384652775537,-0.29704426289300234,-0.9553240194226782,-1.1245186684580606
1,0.0,1.9170850656472613,0.23583115294594445,1.3676957743355942,1.9172028570650104,1.0785293490579564,1.678858237196896,4.587683615791923,0.24797772419056732,-1.1245186684580606
2,0.0,-1.159188746352535,-0.11232855414632356,0.767757921201084,-1.1008080232895052,1.3837345950628783,0.5524445823724766,-0.29704426289300234,1.4512794678038132,-1.1245186684580606
3,0.0,-0.9910521923866965,0.23583115294594445,0.4009337500030041,2.539677113275296,1.5363372180653454,0.715439839918129,-0.29704426289300234,0.24797772419056732,0.5397689608598725
4,0.0,0.3484951359691651,0.23583115294594445,-2.222254927485423,-0.46556268900453185,1.2311319720604235,-1.0775079930840479,-0.29704426289300234,0.24797772419056732,-1.1245186684580606
5,0.0,-0.13349010704371614,0.23583115294594445,0.43972738537431155,-1.1008080232895052,2.7571582020850633,1.3949952557757552,2.145319676449461,1.4512794678038132,0.5397689608598725
6,0.0,-0.9819467058903097,-0.11232855414632356,-0.8487412941891221,0.10456999851623167,1.3837345950628783,0.37981413718865803,-0.29704426289300234,0.24797772419056732,-1.1245186684580606
7,0.0,0.7011625468728495,-0.11232855414632356,-0.13254114567579017,-1.1008080232895052,-0.29489425796421675,-1.2930519147419086,-0.29704426289300234,1.4512794678038132,0.5397689608598725
8,0.0,-0.9819467058903097,0.23583115294594445,0.5337095853512297,1.334299091469559,0.6207214800505582,0.7125292103190997,2.145319676449461,0.24797772419056732,-1.1245186684580606
9,0.0,1.1968394396909428,-0.11232855414632356,0.8581444525934165,2.5244576938080523,-1.2105099959790029,0.7437145274515582,4.587683615791923,1.4512794678038132,0.5397689608598725
10,0.0,0.17758987396626105,-0.11232855414632356,0.1863191005398874,0.11674553409002657,-0.29489425796421675,1.2218893901492636,-0.29704426289300234,0.24797772419056732,0.5397689608598725
11,0.0,0.74271211958593,0.23583115294594445,-0.5855731370530775,-0.3905684481514446,-0.9053047499740815,-1.3362306241088928,-0.29704426289300234,0.24797772419056732,0.5397689608598725
12,0.0,-0.3893405721944342,0.23583115294594445,-2.222254927485423,0.7255223127797932,1.3837345950628783,-1.9506968727929004,2.145319676449461,0.24797772419056732,0.5397689608598725
13,0.0,-1.1842390839465697,0.23583115294594445,-0.21843024329287483,-1.1008080232895052,-0.7527021269716153,-0.19387069942996116,-0.29704426289300234,0.24797772419056732,0.5397689608598725
14,0.0,0.7382052058674949,-0.11232855414632356,-0.12670587394603272,-1.1008080232895052,-0.9053047499740815,-1.2230394730355234,-0.29704426289300234,0.24797772419056732,3.868344219495643
15,0.0,0.9491629310847203,-0.11232855414632356,0.6451899727112377,1.334299091469559,0.01031098804070472,0.2759347704646734,-0.29704426289300234,0.24797772419056732,-1.1245186684580606
16,1.0,-1.1842390839465697,0.23583115294594445,1.7474951410376818,1.320601613949039,1.688939841067811,2.0122372735780454,4.587683615791923,0.24797772419056732,3.868344219495643
17,0.0,-0.9910521923866965,-0.11232855414632356,0.4791730146174062,2.5244576938080523,-1.2105099959790029,0.017616393550804542,4.587683615791923,1.4512794678038132,0.5397689608598725
18,0.0,1.1968394396909428,0.23583115294594445,0.9782199906474641,1.9172028570650104,1.0785293490579564,1.7032627469118362,4.587683615791923,0.24797772419056732,0.5397689608598725
19,0.0,-0.13349010704371614,0.23583115294594445,0.457507801586161,2.539677113275296,1.5363372180653454,0.2666736762859437,-0.29704426289300234,0.24797772419056732,0.5397689608598725
20,0.0,-0.9819467058903097,-0.11232855414632356,0.5006888123863666,0.10456999851623167,1.8415424640702764,-0.7317604770781185,-0.29704426289300234,-0.9553240194226782,-1.1245186684580606
21,0.0,0.9491629310847203,-0.11232855414632356,-0.14617966313043954,-1.1008080232895052,-0.29489425796421675,-0.32074429733637577,-0.29704426289300234,0.24797772419056732,0.5397689608598725
22,0.0,0.17758987396626105,-0.11232855414632356,0.3787659583622568,0.7255223127797932,-1.2105099959790029,-0.5600627310343581,-0.29704426289300234,0.24797772419056732,-1.1245186684580606
23,0.0,-0.9819467058903097,-0.46048826123859155,-0.44421330630048583,-0.2578863297190597,-1.363112618981469,-1.172103455052507,-0.29704426289300234,-0.9553240194226782,-1.1245186684580606
24,0.0,0.74271211958593,-0.11232855414632356,0.0825148130580597,-0.46556268900453185,0.6207214800505582,0.6106571743530669,-0.29704426289300234,0.24797772419056732,0.5397689608598725
25,0.0,0.7011625468728495,0.23583115294594445,-0.13940617124021085,-1.1008080232895052,1.8415424640702764,-0.23959947215131047,-0.29704426289300234,1.4512794678038132,0.5397689608598725
26,0.0,0.3484951359691651,-0.46048826123859155,0.5548767475081928,0.10456999851623167,0.01031098804070472,0.858060690270575,2.145319676449461,0.24797772419056732,0.5397689608598725
27,0.0,1.9170850656472613,0.23583115294594445,0.5819707150691068,0.11674553409002657,0.6207214800505582,0.09678050031751168,-0.29704426289300234,0.24797772419056732,0.5397689608598725
28,0.0,-0.3893405721944342,-0.46048826123859155,1.8418402066515767,1.334299091469559,-0.6000995039691491,1.4588978003559512,-0.29704426289300234,1.4512794678038132,-1.1245186684580606
29,0.0,0.7382052058674949,0.23583115294594445,-0.6140344244054962,-0.10462783997897937,-1.363112618981469,-1.1955501934891335,-0.29704426289300234,-0.9553240194226782,-1.1245186684580606
30,0.0,-0.29492592594336736,-0.11232855414632356,0.07903894221965274,-0.18764285525485608,-0.9053047499740815,-0.8752958314672606,-0.29704426289300234,0.24797772419056732,3.868344219495643
31,0.0,-1.159188746352535,-0.11232855414632356,0.7953357096112991,1.0907883799936529,-1.2105099959790029,0.7723588187435951,2.145319676449461,0.24797772419056732,0.5397689608598725
32,1.0,-1.1842390839465697,0.23583115294594445,0.2764109697988062,1.9172028570650104,-0.14229163496176145,1.2196504443038565,-0.29704426289300234,0.24797772419056732,0.5397689608598725
33,0.0,-0.3893405721944342,-0.46048826123859155,0.1927554502998325,-0.18764285525485608,-0.9053047499740815,1.018145318217198,-0.29704426289300234,0.24797772419056732,3.868344219495643
34,0.0,0.7011625468728495,0.23583115294594445,-0.2420894259590978,1.0907883799936529,-0.44749688096668294,-0.30555840377622145,-0.29704426289300234,0.24797772419056732,0.5397689608598725
35,0.0,-0.9819467058903097,-0.11232855414632356,-0.3333743480967496,-1.1008080232895052,-0.29489425796421675,0.35663859116503727,-0.29704426289300234,1.4512794678038132,0.5397689608598725
36,0.0,-0.29492592594336736,-0.11232855414632356,0.5600871258852915,0.10456999851623167,1.8415424640702764,0.19901098820460836,-0.29704426289300234,0.24797772419056732,-1.1245186684580606
