,result,0,1,2,3,4,5,6,7,8,9
0,1.0,-1.193117518002609,0.7601660181868767,-0.9233805168766388,0.14813591362646214,1.6059144913925205,2.064741604835059,0.7971793352934122,-0.5388159060803247,-3.480934286106927e-16,1.6378460497066467
1,0.0,-1.4100479758212652,0.983797075844641,-0.9233805168766388,1.6037366632060868,1.5893672701537882,-0.13764944032233814,1.9092207909119883,-0.5388159060803247,-3.480934286106927e-16,-0.37796447300922187
2,0.0,0.32539568672798425,0.7151588088492224,0.7181848464596079,-0.542133501242257,-0.07507306301836508,0.4129483209670042,-1.7863032154042506,-0.5388159060803247,-1.6329931618554518,-1.385869734367185
3,0.0,-0.32539568672798425,-1.108013982850871,-2.5649458802128855,1.4163821112799957,0.13505038128299562,-1.6059101370939275,0.27282265804273936,-0.5388159060803247,-3.480934286106927e-16,-1.385869734367185
4,0.0,-0.7592566023652966,-1.3000055990728332,-0.9233805168766388,0.4223941538690396,0.8539352150990264,-0.13764944032233814,0.5829896244035768,2.3348689263480735,1.6329931618554518,-0.37796447300922187
5,0.0,-1.6269784336399213,0.1480159153300527,0.7181848464596079,1.8911487542818095,0.1203417401819009,0.9635460822563596,0.44122474453368027,2.3348689263480735,-1.6329931618554518,-0.37796447300922187
6,0.0,0.10846522890932808,-1.327140554126621,0.7181848464596079,0.9353853289312846,1.6059144913925205,-1.0553123758045848,1.458324710957304,-0.5388159060803247,-1.6329931618554518,-0.37796447300922187
7,0.0,-0.5423261445466404,-0.46609286134602673,0.7181848464596079,-0.542133501242257,0.1203417401819009,1.1470786693528128,0.12022726559065965,-0.5388159060803247,-3.480934286106927e-16,-0.37796447300922187
8,0.0,0.9761870601839528,1.2520845152326787,0.7181848464596079,-1.158950323830211,-0.23266564624438502,-0.504714614515242,-1.1617049740343517,-0.5388159060803247,-3.480934286106927e-16,-0.37796447300922187
9,0.0,1.4100479758212652,2.0322669225415284,0.7181848464596079,-0.9813958561587162,-1.3358137288265286,0.04588314677411298,-0.5078401157296727,-0.5388159060803247,-3.480934286106927e-16,-0.37796447300922187
10,0.0,-0.9761870601839528,0.7552840519969197,0.7181848464596079,-1.0822790764266113,0.1203417401819009,1.1470786693528128,-0.27939838369951436,-0.5388159060803247,-3.480934286106927e-16,-0.37796447300922187
11,0.0,0.5423261445466404,-1.1178772018951197,0.7181848464596079,0.001164674575466548,-0.5684063670302547,-0.504714614515242,0.0729007142080346,-0.5388159060803247,-3.480934286106927e-16,1.6378460497066467
12,0.0,1.193117518002609,-0.36382129822536763,-0.9233805168766388,-0.25629771048322214,-1.3358137288265286,-0.32118202741879004,0.2430859844746487,-0.5388159060803247,-3.480934286106927e-16,-0.37796447300922187
13,0.0,0.7592566023652966,-0.18895125212439304,-0.9233805168766388,0.08451501061917216,0.06819292173256329,0.7800134951599085,-1.13762081004023,-0.5388159060803247,1.6329931618554518,1.6378460497066467
14,0.0,-0.10846522890932808,-1.108013982850871,0.7181848464596079,-0.35718093075111734,-1.3358137288265286,-0.6882472016116808,0.5383536608448699,0.8980265101338748,1.6329931618554518,1.6378460497066467
15,0.0,1.6269784336399213,0.3331434245101808,0.7181848464596079,-1.582491710254922,-1.3358137288265286,-1.6059101370939275,-1.5634619903528977,0.8980265101338748,-3.480934286106927e-16,-0.37796447300922187
